ID,Form,Meaning,Parameter_ID
db9e68e3-7c91-45bf-9fe7-c7a11df080e6,polle,fence,
e989933d-0920-43f5-a763-ded09d9881ad,ddäg,outside,
f5366052-3a8e-46ce-b353-d2b7c9171a7c,n-a-gir-ne,FUT.2`A.3`P-RT.EXT.TR-stay-NPFV,
13ea12ca-2d2f-4a2a-93bc-309548a0bb11,d-ä-ntäbemeny-än,REM.TR-3NDU`P-instruct-REM.3SG`A,
37929f00-88b4-40bf-9377-62ce28a38de1,abo,must,
af7f4c3d-133e-4c3b-ab22-d3c8b868706f,n-a-empono-meny,FUT.2`A.3`P-RT.EXT.TR-burn-III.PL,
20cf99f7-f67d-484f-8a96-9de91d996ca3,ada,COMP,
a19f35f3-769c-424a-a9b3-53f553625545,n-ä-ttemän,FUT.2`A.3`P-3NDU`P-finish,
343bbf84-eea6-4f40-aa9a-cc52801b6ea3,b-o-zen,FUT.1`S-RT.EXT.INTR-enter,
90e35f8b-58ac-46cd-8e35-c6d14a588130,b-o-mätt,FUT.1`S-RT.EXT.INTR-wear,
b7de29ef-0486-4f46-8d9c-8ded41cfeba2,eka,sound,
17963578-ea3d-4521-a573-6604f31c8258,b-o-ngk-am,FUT.1`S-RT.EXT.INTR-start-IV.NPL,
c531baec-9b96-43df-9a8b-756e90af0daa,dun,drum_sound,
31d13e10-abe6-469d-9d6b-90e92528467e,adame,now,
a0e946e5-5c2e-41de-8498-b806a2dbc717,b-a-empono-ngg,FUT.1`A-RT.EXT.TR-burn-III.NPL,
81fe36c0-e53d-42cc-b575-b7440cc1309e,d-a-gir-n-än,REM.TR-RT.EXT.TR-stay-NPFV-REM.3SG`A,
95281c93-cd34-4075-9322-7844f49b6704,dibaballe,from_there,
3676a954-28f1-4e1d-a25a-3d98bd733545,g-o-emponongg-än,REM.INTR-RT.EXT.INTR-burn-REM.3SG`S,
69e312d3-c5e1-4bf9-a809-387b4b2a2974,d-ä-ttäm-än,REM.TR-3NDU`P-burn-REM.3SG`A,
9deb40a7-1196-47b5-a6bb-84b8373ef12d,kullkull,grass_fire,
780def0c-9605-4403-a91b-53e49b00ead1,ingong,dance,
9a4d5f8d-b245-449b-aa15-997fa9a02784,d-e-ng-n-än,REM.TR-RT.EXT.INTR-dance-NPFV-REM|FUT.3SG`S|A,
b00a5773-a0b3-428f-8ca5-e4fb4eeda87e,bandrabandra,singsing,
a3c9c062-35e0-47b6-9775-dd362b88e95d,ae,INT.VOC,
a86f774d-4ef0-44c6-8b1f-3dd5513c374e,ao,yes,
wo-voc,=wo,VOC,
b91d5095-041d-475d-b3b4-5bc118d9f454,o,VOC,
78cccb49-31ad-4699-9d50-357af2af5cbc,d-ä-ttemän-eyo,REM.TR-3NDU`P-finish-REM.NSG`A,
af559f1c-2491-4790-9efe-4950b52134d8,g-o-ngos-eyo,REM.INTR-RT.EXT.INTR-return-REM.3DU`S,
97dc5559-4cab-4963-82db-727e5b09bfc4,ikop~ikop,looklook,
f4f01ad6-09d4-4cf6-a140-88c53c692a78,de,there,
08c31723-3101-4ce1-b451-9979488e8890,amike,who,
7e5df5f9-4ea3-4b82-9f98-0db29fe4ea64,n-a-empono-ngg-allo,IRR.SG`P-RT.EXT.TR-burn-III.NPL-IRR.NSG`A,
d25f268a-a123-49bc-b4d1-7a8694df4140,d-ä-ddäg-n-än,REM.TR-3NDU`P-watch-NPFV-REM.3SG`A,
e705a8ba-27e1-4939-8f24-c9ba533bd271,mälla,wife,
3edf51c7-060c-4be3-961e-321170244ecd,b-ä-terp-eya,FUT.1`A-3NDU`P-cut-FUT.NSG`A,
57d8f76d-de0c-4bda-84bd-79a1258fdcaa,d-ä-terp-eyo,REM.TR-3NDU`P-cut-REM.NSG`A,
de862134-5db3-4645-b5da-ef6b63fee549,dɨdɨr,dried,
3e7da467-ab2e-4916-9509-14a53bd501d9,ponongg,set_on_fire,
c67c555b-3c7a-4f64-8073-a2efbc45450a,penomeny,set_on_fire,
003d230c-0a39-4314-aaca-5ee4f4441e4a,däbe,that,
0bff50d7-1133-4e60-bd7f-a7df7348352d,d-o-kom-än,REM.TR-3NDU`P-bring-REM.3SG`A,
8d8c69da-670c-4688-8d4b-63c777df6f40,to,loanword,
ee30692c-1a7d-4108-a56c-e211c12a4cfb,mälla ause,old_woman,
34695658-c964-43a9-b44f-21b320e658c0,abo,must,
573f333a-db0a-4c58-84fc-6b878446bc79,n-a-empono-ngg,FUT.2`A.3`P-RT.EXT.TR-burn-III.NPL,
35971b3e-d6d8-49f5-9a00-df599b5d78ef,da,if,
53d3e270-ed7d-4f65-9824-507598987717,b-a-gir-ne,FUT.1`S-RT.EXT.INTR-stay-NPFV,
096fd2f9-6eb8-4323-a0b8-516e72d65ea6,b-e-ng-ne,FUT.1`S-RT.EXT.INTR-dance-NPFV,
bcafd8d9-e8ff-4117-9581-a4234e6cd1d0,d-a-empono-meny-än,REM.TR-RT.EXT.TR-burn-III.PL-REM.3SG`A,
76319caa-97cf-4bbf-80f2-1d6baaa86fa8,g-o-mätt-än,REM.INTR-RT.EXT.INTR-wear-REM.3SG`S,
0dc2ff29-89ee-49a6-b451-0860c31af98a,gazen,come_out,
6de494d4-0b59-45a2-92ca-d27c32d31190,ttä~nttäm,INFcook,
534c016a-7b6a-40b5-b02d-d18ddf03ed98,tära,finish,
92851c71-8a3c-471d-b979-195d1ec57e42,d-ä-ttemän-än,REM.TR-3NDU`P-finish-REM.3SG`A,
e273093c-654c-414c-ba7d-bbe6f72e8ae2,aräre,scream,
c9d4ac95-263e-43af-8f03-51e5ec665bc9,d-ä-ttäm-än,REM.TR-3NDU`P-burn-REM.3SG`A,
0aead1d6-61e6-4f83-866f-922766aa57ae,llamda,old_man,
a5b42498-0df4-4f39-818a-e5746d744d6b,zɨme,IAM,
cc9d3508-3f87-4a16-802d-f3bbcbd69262,tärpa,cook_roughly,
db205e4e-54fe-4078-a68f-78be6f98b89a,n-ä-gag-an,REC.SG|3PL`P-3NDU`P-AUX.NPRS-REC.1|3SG`S|A,
7cbe7490-10fd-4a40-82ea-ab2f5b7294b8,bandra,song,
d89d30e9-636e-4cff-a211-12fa85e1e4f6,ero,where,
3b6e415d-221d-47ee-b764-d0be9309d9e5,ke,Q,
c6ecd337-9dd5-44ce-811f-ccad501bd5b3,nga,now,
5e78dcf8-88a9-41f2-a8de-3f0e3ac4f1e3,g-o-g-aeb-ne,REM.INTR-RT.EXT.INTR-AUX.NPRS-PL`S-NPFV,
c3fd04a7-4ea7-4e82-8fcf-bca9989c5c69,o,oh,
c0323c42-ede5-48b7-b86b-0313257135b6,amom,who.SG.ACC,
7094cc76-ddc8-4acf-9eae-5457a2c409fc,aen,who,
26d81565-f954-4ed3-a045-f8c81b7e6adf,olle,shout,
29039ff1-05ec-4df4-9c80-b875eec5e11f,g-o-ndär-än,REM.INTR-RT.EXT.INTR-hear-REM.3SG`S,
363ebf3b-d455-45f4-92af-57fb651ff380,d-ey-a-r-än,REM.TR-VEN-RT.EXT.TR-go-REM.3SG`A,
c5e142a0-d0d6-4051-82f8-7e6639de900d,alle,COM,
1b92acee-a4d9-49b0-9263-7abed14043b0,omad,best_friend,
20d6f492-cb23-4f23-8a34-ab9dedc9ce30,ende,what.ACC,
4822d5af-c832-42f2-9d60-bff087c2d8a9,eralla,AUX.PRS.1NSG>3SG,
00d8d860-7a7b-4f6e-b083-72bbac51e490,ai,ah,
ebb93222-be08-4f52-bb34-e9c50fd9693c,ikop~ikop,looklook,
eb96fa16-67f2-41ac-849c-d9913f2beedb,käsre,then,
ed445e76-eadf-4300-8fc7-d4f8fb76fcd5,d-ey-a-r-än,REM.TR-VEN-RT.EXT.TR-go-REM|FUT.3SG`S|A,
22453920-0404-4f73-a0bf-4cd4a19acb36,pa,bird,
766f41e8-299c-4f7e-9321-bc90552c3185,kom,feather,
4e746c5f-722a-4b40-8cda-f99fe6db60d5,d-ä-ga-wän,REM.TR-3NDU`P-AUX.NPRS-REM|FUT.3SG`S|A,
b56e240d-40f4-432a-8b77-8bf46afd021b,ttälle,leg,
0d59025d-f3fc-43f4-a964-f4c0b6588fdf,bun,head,
5b37610e-8f57-45ce-8e32-8934aada5aee,opa-nen,jump_over-I|II.PL,
255c107c-e9ee-4636-b08b-dabaff786b09,adawalle,from_there,
00f10f18-a6c6-4faa-a59f-a6ab816725cc,g-o-nglläbän-än,REM.INTR-RT.EXT.INTR-come_up-REM|FUT.3SG`S|A,
daa6112c-01ec-4366-acfc-4f4f2870618c,llama,other_people's,
aene-3nsg-abl-poss,=aene,3NSG.ABL.POSS,
4930ab56-fd0a-440e-a6a4-af1429c8a611,tto-nentto-nen,collect-I|II.PLcollect-I|II.PL,
668415a2-2396-4687-97ab-995fc927582f,o-kb-ab,FUT.INTR.2S-stop-IV.NPL,
b1b84c6a-036a-4239-8514-39e310f8767b,dade,EXIST,
4e09862c-4dfd-453f-9de9-53034be36d6e,ami,who.NSG.NOM,
5f65b3f9-56fe-4996-b0ac-7bf80dedc8c4,gudae,earlier,
34dbe474-ba52-4493-9cb0-fcbcbc02b9bc,d-ey-a-gir-n-eyo,REM.TR-DU`S-RT.EXT.TR-live-NPFV-REM.3DU`S|NSG`A,
6ccca915-93ad-42fe-8138-1441c4e15610,ddage,stream,
dcdc354d-d5d2-48ae-97f7-a985bc044e7b,menae,side,
156e372c-d358-454f-860b-36141321e152,pollgo,frog,
226f779f-4948-4672-b900-33006320f3b1,guzi,lobster,
2792c7c1-cae9-4dae-873c-accf02e6281e,giddoll,live,
78732bdb-0543-44b3-89ec-f83a6cde2d1f,indrang,bright,
b48e1170-46ea-4dde-a4cc-364bbf14a441,g-o-gezän-eyo,REM.INTR-RT.EXT.INTR-come_out-REM.3DU`S|NSG`A,
c204166a-ea41-4a1a-9dab-c89e0cefd497,g-o-g-n-eyo,REM.INTR-RT.EXT.INTR-AUX.NPRS-NPFV-REM.3DU`S|NSG`A,
20854acd-ac63-4d79-a59f-9156c9790a2a,ka,CNTF,
f577a1c6-2bce-48be-88a4-91e6c0d967b1,b-ä-g-eya,FUT.1|3`S|A-3NDU`P-AUX.NPRS-FUT.1DU`S|NSG`A,
052d7b45-9da7-4141-a3b8-c02891abe8fb,ddoneamom,NEGwho.SG.ACC,
d8c55159-98f1-4eb9-974e-f373c06a41ff,g-o-ntemeny-eyo,REM.INTR-RT.EXT.INTR-converse-REM.3DU`S|NSG`A,
5f3a6f9a-b5f8-458e-83fc-44c33746926e,zanggae,be_showy,
93532aab-a1cc-4210-891e-e90709e2b1a0,wälläng,bush,
8af498e5-78d5-4ded-b0d3-7974908f6d53,b-ey-a-r-n-alla,FUT.1|3`S|A-DU`S-RT.EXT.TR-go-NPFV-FUT.1DU`S|NSG`A,
51927287-40db-41ef-912f-b747c0e8e66b,wätät,food,
2e577a15-a5d1-4412-9abd-999614d3d57a,daebe==gaeya,RST==COP.PST.PL,
daebe-rst,=daebe,RST,
7be776fe-aac7-4e61-a73d-67713bb96776,ibeb,plant,
0a0e747b-8f57-49bb-98f2-86a01e604cb8,ikop,look,
43fff1bc-92a5-4e2c-a200-e226e0e47b27,g-o-g-eyo,REM.INTR-RT.EXT.INTR-AUX.NPRS-REM.3DU`S|NSG`A,
04edb199-3663-4d4d-a054-617a1c70788d,ma,place,
c1ea78c6-946a-44c7-93e9-18ceda45fe4e,i,ALL,
dca345f2-01a1-4d6e-b52d-7691dba01791,g-o-ze-n,REM.INTR-RT.EXT.INTR-enter-II.NPL,
09c81157-6193-413a-9978-96bafd53fef3,adade,like_that,
85055c84-424f-4f6a-9256-c7ae089666f4,wo,ripe,
edf15730-2097-4a74-88b0-1f3aa63a8a4e,obaoba,themselves,
8b609fd8-f9cd-496b-b8b0-30d99d49ed2e,g-o-ngnoe-eyo,REM.INTR-RT.EXT.INTR-ask-REM.3DU`S|NSG`A,
6953437a-a4c0-41ac-95cb-aeaa4b603fa5,aya,who,
18635b79-c13d-49fa-adb2-b4da002b1b14,b-ä-ngkäl-än,FUT.1|3`S|A-RT.EXT.INTR-ascend-REM|FUT.3SG`S|A,
6f52ea87-e221-483d-a888-536bea334e77,b-ä-ngkäl,FUT.1|3`S|A-3NDU`P-ascend,
a5681653-9965-44e5-afd0-120ef0e90aef,g-o-ntmon-än,REM.INTR-RT.EXT.INTR-wait-REM|FUT.3SG`S|A,
bca3b381-f680-405d-baaa-711e9100bf57,gälb-änan,fall-I|II.PL,
20dc260e-ba9c-4bf7-899f-67ed846b96df,tto-nen,collect-I|II.PL,
c1d33e59-5669-4ef2-9b2e-4f7cdeeab6a9,nyäng,bag,
8013491f-1a44-428c-b303-037a2c3f5007,d-a-zer-n-än,REM.TR-RT.EXT.TR-put_in-NPFV-REM|FUT.3SG`S|A,
882a9b82-5ae1-482f-bd02-a35ab2e16ec9,g-o-ngetam-än,REM.INTR-RT.EXT.INTR-come_down-REM|FUT.3SG`S|A,
80188aec-56c7-43b5-952a-80a13367c6c8,imne,afterwards; after,
e335a29f-e33d-480b-8cd3-337e5148c413,g-u-inttemängg-eyo,REM.INTR-RT.EXT.INTR-leave_on_the_way-REM.3DU`S|NSG`A,
4ed42b62-31cf-448a-9ed9-7441490a6c42,känazbag,tomorrow,
d6632c53-9449-41fe-ac43-91533382791d,b-o-ngos-eya,FUT.1|3`S|A-RT.EXT.INTR-return-FUT.1DU`S|NSG`A,
b8f53fee-4c3e-4b55-bd50-8a1235418832,kakab,leftover,
890a3191-c248-48f5-aec2-0a953f6d750b,ttam-än,finish-II.NPL,
9abcdfe6-741f-445b-b2e7-82e2212ae564,eka tameny,discuss,
4414fa76-e3c9-4989-bed6-ce8c9aa9c643,zizag,owner,
cfa1cc81-d253-4b66-8961-51cf04446725,dedam,then,
66bd4f25-85a6-467a-b85e-2ef6b775ead0,gälb-nan,fall-I|II.PL,
1db392e7-90c9-4487-8661-dbf53924bc2c,kili,happy,
78b4d484-b9a0-4291-a11b-053541cc6804,O-o-o,oh,
46430bce-1677-443a-af83-c3221ec92cf3,a-g-n-an,REC.INTR-AUX.NPRS-NPFV-REC.1|3SG`S|A,
51927087-b08d-4522-8f7e-f6bc6903b3d7,O-o-o,oh,
b2e32050-ae9f-4873-aaf1-229f5385b3b6,ttongo,next,
5c09d68f-148c-4e04-bf02-c19e3c52a66a,gudae,early_morning,
bb900087-e0d9-4c83-98e4-abf81820416e,golloll,behind,
4132866c-e0ee-4d43-aba0-d13bbf9f6ad4,g-o-tgol-än,REM.INTR-RT.EXT.INTR-hide-REM|FUT.3SG`S|A,
d3919bd4-f22c-4d48-8bcc-53debf8e65c7,ikop su,peek,
658b0ea5-4d55-4212-b859-d82e114081b9,känyertto,,
2b26827b-ec32-4dc8-af43-f56e8494c525,ubira,3NSG.dat,
fbc78f7a-6207-42aa-af2c-10579bccc5b9,d-ä-gleb-eyo,REM.TR-3NDU`P-take-REM.3DU`S|NSG`A,
95983c23-c2d8-43ba-a852-e981ae559b84,togol,hide,
e0e1db1f-8877-4e0e-ae7c-3701b5575f07,lla-yabaene,person-3NSG.ABL.POSS,
066df56a-287e-4ff0-825d-03e649fa5a99,nineyem,whisper,
2fc1c47a-faee-4f7b-90c4-2690a44f8de9,d-a-ndär-än,REM.TR-RT.EXT.TR-hear-REM|FUT.3SG`S|A,
16341823-1618-4187-9ce2-f33f668fd3b6,g-o-nserbe-wän,REM.INTR-RT.EXT.INTR-prepare-REM|FUT.3SG`S|A,
e8294f24-36c2-4e1e-81d5-58377fb53a4b,g-o-ngttäg-mäll-n-eyo,REM.INTR-RT.EXT.INTR-arrive-DUR-DUR-REM.3DU`S|NSG`A,
d8f0711b-0142-493d-a577-1a23b8f34f15,ttättle,straight,
7018f107-2862-48c2-9e87-0491a18821f7,eraerany,screamscream,
5acc0d32-0c22-448c-9e1f-5b64113c298b,d-i-pnur-än,REM.TR-VEN-start_running-REM|FUT.3SG`S|A,
8fdbdff4-be64-4039-9393-177a31f761e4,a,NOM,
1606f72d-6491-4e82-8a13-06994585ba30,gänya,this,
geyo-cop-prs-du,=geyo,COP.PRS.DU,
61cef239-a003-4113-b15d-222d666ca4ae,g-o-pnae-eyo,REM.INTR-RT.EXT.INTR-turn_back-REM.3DU`S|NSG`A,
2c2a6df9-23d5-46fb-a919-9d348d83a269,ngäse~ngäs,ADVreturn,
e-all,=e,ALL,
b2321258-726a-468a-bde3-4efbe332de0c,d-indug-eyo,REM.TR-run-REM.3DU`S|NSG`A,
3f93ca90-e446-4193-b4de-037d1978317f,dɨdɨr,brown_(dried),
774ee449-1f05-4172-b2d9-20ea52ad457a,g-o-togol-eyo,REM.INTR-RT.EXT.INTR-hide-REM.3DU`S|NSG`A,
eeed6f81-b8cf-4ee6-b4f0-dd7a2cfa6666,olle,shout,
fae6c2c0-9ec9-4520-b32d-10c0aa60a828,d-ey-a-g-än,REM.TR-DU|1PL|2PL`P-RT.EXT.TR-AUX.NPRS-REM|FUT.3SG`S|A,
6f01900e-5065-46ae-a27e-69c007e93a0e,y-a-r-eyo,VEN-RT.EXT.TR-go-FUT.2|3DU`S|NSG`A,
o-oh,=o,oh,
a6908d14-ee63-491b-8131-79390d94371b,y-a-r-eyo,VEN-RT.EXT.TR-go-FUT.2|3DU`S|NSG`A,
c8c2e62f-2716-420a-8097-842f90aa187d,pate==o,AN.ALL==VOC,
pate-an-all,=pate,AN.ALL,
9ded15cd-ca02-4175-a817-2330e3f81cfc,g-o-ndär-eyo,REM.INTR-RT.EXT.INTR-hear-REM.3DU`S|NSG`A,
eb479bcf-b336-4255-a726-43f227f0fd08,kälepalle,slow,
fbcade4e-2b78-42fa-a7bf-76336d141bd7,ubim,3NSG.ACC,
9418c6f8-45bd-4103-8c62-0d764f77fd22,ngonoenen,ask,
e9ae3651-6e35-4208-8764-82c16d2aa369,d-ey-a-ngk-am-än,REM.TR-DU|1PL|2PL`P-RT.EXT.TR-start-IV.NPL-REM|FUT.3SG`S|A,
c3dca037-05c9-4035-8881-8cd37e0ba2e5,n-ä-ngkäl-an,REC.SG|3PL`P-3NDU`P-ascend-REC.1|3SG`S|A,
a74b1a88-b80b-4d5d-9072-640f12f4a85f,ddone,NEG,
d5a47029-c10b-47db-82e3-63f1e4e72ac4,g-o-nttam-än,REM.INTR-RT.EXT.INTR-confess-REM|FUT.3SG`S|A,
4afacef6-90bf-4baf-8d88-5d3f5b204dad,ddoneada,NEGlike_this,
cc9d5037-a377-47d4-98d2-41346c21792d,gäbägäbän-mäll,jumpjump-DUR,
2206128b-4776-405e-97b4-99052aac82c0,g-o-lläb-än,REM.INTR-RT.EXT.INTR-go_under-REM|FUT.3SG`S|A,
2df673e0-14ee-496f-a208-6ee906a7fc0a,d-ey-a-yag-än,REM.TR-DU|1PL|2PL`P-RT.EXT.TR-search-REM|FUT.3SG`S|A,
941863ef-6efa-4cc2-a7a2-0f7b03700766,d-ä-blle-wän,REM.TR-3NDU`P-find-REM|FUT.3SG`S|A,
b9355df5-93b3-4b2f-b965-b18b4fd3ac66,d-a-ude-wän,REM.TR-RT.EXT.TR-light_fire-REM|FUT.3SG`S|A,
c7fe4661-2b13-46e6-a2a1-d57f49d7a1cb,d-ä-mattgal-än,REM.TR-3NDU`P-put_in-REM|FUT.3SG`S|A,
5b144eaa-6294-47e0-b114-759bd4cde4d9,nag ttoen,friendship,
a28d8bb2-a71f-4693-a369-0e16d4bafa3e,däd,there,
3467131a-f1b2-401d-9012-f19fd18f176e,llätt,stop,
47202988-4f5c-4742-a8af-015c0fcc0b29,g-o-pälltt-än,REM.INTR-RT.EXT.INTR-start_walking-II.NPL,
7b087243-ba8e-42b3-a1dd-72a8bc4258b5,d-a-lle,REM.TR-RT.EXT.INTR-go,
1eebac59-8c0e-4ea5-9609-90b2267923f1,gull,net,
0440e2f8-1b08-4bf7-a18d-3481ad785114,oballe,3SG.COM,
5fb75df0-0e9b-493f-a184-e3e087f50e00,imne,behind,
e7782107-8f1f-48ac-babe-b72c2b85fdff,Sokola,female_personal_name,
a3ecdc98-8961-4e11-9f79-483943161301,d-ä-gag,REM.TR-3NDU`P-AUX.NPRS,
ade70f7f-4e2c-4e79-ba32-1ba8fc52958b,b-ey-a-r-eya,FUT.1|3`S|A-DU`S-RT.EXT.TR-go-FUT.1DU`S|NSG`A,
e41aa997-f35d-4b2f-8efc-5fbadede3560,nett,net,
c21de7ff-7bba-4c8f-8bec-f699fef2393d,irängän,lift_out,
bd9894c1-c9fa-4dbb-9a27-8197ea9f07f5,d-ey-a-r-eya,REM.TR-DU`S-RT.EXT.TR-go-REM.1|2DU`S|NSG`A,
a81fde59-a7e9-4138-8d4b-027a69f605af,gall,canoe,
505417ff-fb0f-4bee-8fc3-ec2113470501,tap,dock,
739b8348-49bf-4c97-ade5-0b81577bb75e,gall,canoe,
3b34e429-11bf-4688-9071-255956c965a5,g-o-kakal-eya,REM.INTR-RT.EXT.INTR-board-REM.1|2DU`S|NSG`A,
21944473-e472-4901-99da-0bfaa06f439e,d-a-gllae-eya,REM.TR-RT.EXT.TR-paddle-REM.1|2DU`S|NSG`A,
ab208d04-70e6-4e3e-bfe2-80ca67a6cbe6,ikopse,prayer,
cb54f639-01d6-4983-b913-7f450c8b8fc4,g-o-g,REM.INTR-RT.EXT.INTR-AUX.NPRS,
4007d067-4659-42c1-bbcf-7af8528cc860,baba,father,
52b6a5f4-7c31-4f8a-a16c-b09c8eb91500,ngämlle,1SG.dat,
0aceae8b-c62b-4294-a79a-5da9cbf2aa11,b-u-itt-neg-än,FUT.1|3`S|A-RT.EXT.INTR-catch-3PL`S-REM|FUT.3SG`S|A,
2b646ef9-baf4-4fab-b4e0-bb902b6db1f4,tämamae,all,
73864ba6-e365-4711-9a1c-5f4c8cf8e2c3,zizag,owner,
fb6f96f2-9445-47ef-a5d4-da255d93ec82,bongo,2SG.NOM,
wae-rst,=wae,RST,
7c324764-e860-4068-878f-06dcd5e00716,ngämi-miny,help-III.PL,
45705e35-b24d-4724-b827-461c3bb10881,anggalle,AUX.PRS.2SG>PL,
2b29a015-4aa5-466b-bb0a-930b26eea961,d-iräng-än-eya,REM.TR-lift_out-II.NPL-REM.1|2DU`S|NSG`A,
c0c171a2-9451-4622-a45d-4a8d960186f1,bunkuttang,catfish,
8057abac-17e6-475b-9f72-e7140ff4be3b,g-u-itt-än,REM.INTR-3NDU`P-catch-REM|FUT.3SG`S|A,
0beb19e2-21b8-4f84-b95a-17f7cd1e48c5,sära,tail,
09e1114e-469f-4cb2-be25-ae002e50a0a0,torpoll,piece,
e1f6c46f-2028-413b-8fca-a3a5c429d3fe,käza,crocodile,
ee863518-e307-4ddf-8bce-82e7866dbe27,d-ä-ddäg-än,REM.TR-3NDU`P-eat-REM|FUT.3SG`S|A,
2f7ddfef-fbfa-4f49-b0d1-fe8e32589bb3,sära,tail,
c0d54043-52a3-4274-9084-5725a722e34f,torpoll,piece,
cdfbd16a-1e63-4a51-9a82-4c9de25ab361,d-irngän,REM.TR-come_out,
28a471d0-8c25-4993-89e3-233df8ad0347,d-ä-zan,REM.TR-3NDU`P-put_in,
9e84e259-9d86-486a-8605-1c29f4879f8e,b-ey-a-r-eya,FUT.1|3`S|A-DU`S-RT.EXT.TR-go-FUT.1DU`S|NSG`A,
8effa976-75be-4ac7-8680-a7b6455ecabb,ikop,see,
13b3739a-a05e-43e9-b973-0a9432cd6224,täl,bamboo,
cb857a3d-0782-4876-8d98-c3f36fd26070,ngämaene,1NSG.EXCL.ABL.POSS,
919d8a00-2607-463f-a37f-bd4a1ee50dc1,n-ony-an,REC.SG|3PL`P-carry-REC.1|3SG`S|A,
57bf3aac-9d0b-479e-ab52-bd45cc69cd99,Sokola,female_personal_name,
e47e3431-30ca-4654-a2f6-9ea393f75e00,da,MED.DEM,
ed2b2ea5-bf6e-4742-89a8-81cc9daf7803,tawa,swamp,
6a272d69-140b-4ab3-9753-a433c45d1a31,b-o-g-än,FUT.1|3`S|A-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A,
98ac7345-e51d-4c51-be56-c2e260c00f65,gänya,here,
2cc62749-978e-4296-a615-2fa55c7087ee,gällae-nen,paddle-I|II.PL,
d637e43f-7e6f-4c28-8a60-39ddd49d5012,itt-al,catch-II.NPL,
fc09474a-56dc-4684-af4b-e4880c19da43,d-ey-a-nykoe,REM.TR-VEN-RT.EXT.TR-pull,
f9cd0075-270c-42c9-a40b-012ad86235ae,rop,loanword,
22d7da4e-4208-4b93-9a23-7310c221862c,d-a-mll-am,REM.TR-RT.EXT.TR-hold-IV.NPL,
28c8be34-449e-401f-a13b-af2614842f37,kollba,fish,
15f4d10c-1240-47b6-aee7-96aec086795b,ke,CNTF,
44523315-1729-463f-86c8-2ae939664cc0,enda,what,
059af66e-9887-42a4-bdc9-4943534d8e8f,n-ä-nddäm-an,REC.SG|3PL`P-3NDU`P-drown-REC.1|3SG`S|A,
4fd4e6d9-22d8-41d1-b536-0de14d706fba,adawae,same_way,
b2fda91c-7947-42cc-adce-fc46864f4c05,däd,there,
dfd36d6c-33c1-43aa-bf6c-e68d22048902,bode,3SG.NOM.emph,
aabdfd01-f376-47ff-a6b0-fd4c43fb6de3,d-ä-nddäm-n-än,REM.TR-3NDU`P-drown-NPFV-REM|FUT.3SG`S|A,
740464b8-abcd-4085-8004-950f925af979,gäz,kill,
8c2e82d8-4970-4c2a-a40a-13c96740f68f,b-ä-bädd-eyo,FUT.1|3`S|A-3NDU`P-kill-FUT.2|3DU`S|NSG`A,
bfe0d142-3043-4f78-ac51-bb9dc662d6c4,d-ey-a-nykoe-ne,REM.TR-VEN-RT.EXT.TR-pull-DUR,
3817b334-7ef5-44b4-9559-faae65823f2e,diba,that,
e9828ade-08b1-4174-b45c-dac595d92d03,mängall,poison,
71c3d06e-dc7f-4de2-aceb-9cf7bca8e925,mae,RST,
04ce37f7-43c9-4766-8497-0af17afc7ce7,d-i-g-ne,REM.TR-VEN-AUX.NPRS-DUR,
40c00ff9-e029-4946-89c5-e3d33b0d2cda,enddäna,clearing,
e0ef8345-503a-4207-9fb1-e938b111b90d,ttang,hand,
720312e1-6961-4643-9c5e-98f8fb9c95bf,d-a-ddäg-än,REM.TR-RT.EXT.TR-eat-REM|FUT.3SG`S|A,
0f21271b-84a7-43c0-aa08-7c959a67a899,mamälldae,quickly,
0b471f81-891d-44a2-ae5c-3afb37806dd4,gänyeri,this_way,
8c1355a1-b9e7-48c3-9795-e7a343f7fee1,d-i-ge,REM.TR-VEN-AUX.NPRS,
4f6fffce-c6ac-4b19-9daa-2550b48f0d28,ttoe,skin,
69811662-3a23-4eb0-84a2-73d4f74e5c4f,daebe,RST,
18404c55-c05c-46c0-885c-91e80a55e276,d-u-kop-än,REM.TR-3NDU`P-peel-REM|FUT.3SG`S|A,
18de2d9d-4ba6-41b7-868e-159171327d3e,giri,knife,
e7977b15-48f1-48fb-b525-5378a7615d38,d-i-pirngän,REM.TR-VEN-get_out,
d4f717f9-d392-44b9-a868-88aa33790826,da,ACC.CONJ,
f8922769-7a40-440f-8ba2-15a649b6c893,tumku,back_of_skull,
f07b6579-aa63-4dc4-a677-a6c4824347c5,d-ä-bädd-mäll-ne,REM.TR-3NDU`P-hit-DUR-DUR,
b2dfc9ad-0db6-4634-b845-51bee4d7e9e9,gall,canoe,
59a01903-f3e9-44b2-ba9b-d188da07b24a,d-i-zen-eya,REM.TR-VEN-enter-REM.1|2DU`S|NSG`A,
b1731f37-caba-4191-ab70-8426a681f4ba,net,net,
f3ab091c-bbe8-4a99-8184-dc82c3aa8bdc,tubu,stump,
bcf8c2f3-4d84-48f3-af59-13834e353741,era,which,
7965c3b4-779b-4756-9ab7-fc2a3b3dbb4a,d-i-ngäd-neg,REM.TR-3NDU`P-fold-SG>PL,
